,model,enrich,p,target,seed
379,smiles-pe.bpe.0,0.9999116315033691,0.1,IDH1,9.0
380,smiles-pe.bpe.0,0.0,0.01,KAT2A,0.0
381,smiles-pe.bpe.0,0.40814454007316886,0.1,KAT2A,0.0
382,smiles-pe.bpe.0,0.0,0.01,KAT2A,1.0
383,smiles-pe.bpe.0,0.40814454007316886,0.1,KAT2A,1.0
384,smiles-pe.bpe.0,0.0,0.01,KAT2A,2.0
385,smiles-pe.bpe.0,0.40814454007316886,0.1,KAT2A,2.0
386,smiles-pe.bpe.0,0.0,0.01,KAT2A,3.0
387,smiles-pe.bpe.0,0.40814454007316886,0.1,KAT2A,3.0
388,smiles-pe.bpe.0,0.0,0.01,KAT2A,4.0
389,smiles-pe.bpe.0,0.40814454007316886,0.1,KAT2A,4.0
390,smiles-pe.bpe.0,0.0,0.01,KAT2A,5.0
391,smiles-pe.bpe.0,0.40814454007316886,0.1,KAT2A,5.0
392,smiles-pe.bpe.0,0.0,0.01,KAT2A,6.0
393,smiles-pe.bpe.0,0.40814454007316886,0.1,KAT2A,6.0
394,smiles-pe.bpe.0,0.0,0.01,KAT2A,7.0
395,smiles-pe.bpe.0,0.40814454007316886,0.1,KAT2A,7.0
396,smiles-pe.bpe.0,0.0,0.01,KAT2A,8.0
397,smiles-pe.bpe.0,0.40814454007316886,0.1,KAT2A,8.0
398,smiles-pe.bpe.0,0.0,0.01,KAT2A,9.0
399,smiles-pe.bpe.0,0.40814454007316886,0.1,KAT2A,9.0
400,smiles-pe.bpe.0,4.827272727272728,0.01,TP53,0.0
401,smiles-pe.bpe.0,2.977570093457944,0.1,TP53,0.0
402,smiles-pe.bpe.0,4.827272727272728,0.01,TP53,1.0
403,smiles-pe.bpe.0,2.977570093457944,0.1,TP53,1.0
404,smiles-pe.bpe.0,4.827272727272728,0.01,TP53,2.0
405,smiles-pe.bpe.0,2.977570093457944,0.1,TP53,2.0
406,smiles-pe.bpe.0,4.827272727272728,0.01,TP53,3.0
407,smiles-pe.bpe.0,2.977570093457944,0.1,TP53,3.0
408,smiles-pe.bpe.0,4.827272727272728,0.01,TP53,4.0
409,smiles-pe.bpe.0,2.977570093457944,0.1,TP53,4.0
410,smiles-pe.bpe.0,4.827272727272728,0.01,TP53,5.0
411,smiles-pe.bpe.0,2.977570093457944,0.1,TP53,5.0
412,smiles-pe.bpe.0,4.827272727272728,0.01,TP53,6.0
413,smiles-pe.bpe.0,2.977570093457944,0.1,TP53,6.0
414,smiles-pe.bpe.0,4.827272727272728,0.01,TP53,7.0
415,smiles-pe.bpe.0,2.977570093457944,0.1,TP53,7.0
416,smiles-pe.bpe.0,4.827272727272728,0.01,TP53,8.0
417,smiles-pe.bpe.0,2.977570093457944,0.1,TP53,8.0
418,smiles-pe.bpe.0,4.827272727272728,0.01,TP53,9.0
419,smiles-pe.bpe.0,2.977570093457944,0.1,TP53,9.0
420,smiles-pe.bpe.0,0.0,0.01,ESR1_ago,0.0
421,smiles-pe.bpe.0,0.0,0.1,ESR1_ago,0.0
422,smiles-pe.bpe.0,0.0,0.01,ESR1_ago,1.0
423,smiles-pe.bpe.0,0.0,0.1,ESR1_ago,1.0
424,smiles-pe.bpe.0,0.0,0.01,ESR1_ago,2.0
425,smiles-pe.bpe.0,0.0,0.1,ESR1_ago,2.0
426,smiles-pe.bpe.0,0.0,0.01,ESR1_ago,3.0
427,smiles-pe.bpe.0,0.0,0.1,ESR1_ago,3.0
428,smiles-pe.bpe.0,0.0,0.01,ESR1_ago,4.0
429,smiles-pe.bpe.0,0.0,0.1,ESR1_ago,4.0
430,smiles-pe.bpe.0,0.0,0.01,ESR1_ago,5.0
431,smiles-pe.bpe.0,0.0,0.1,ESR1_ago,5.0
432,smiles-pe.bpe.0,0.0,0.01,ESR1_ago,6.0
433,smiles-pe.bpe.0,0.0,0.1,ESR1_ago,6.0
434,smiles-pe.bpe.0,0.0,0.01,ESR1_ago,7.0
435,smiles-pe.bpe.0,0.0,0.1,ESR1_ago,7.0
436,smiles-pe.bpe.0,0.0,0.01,ESR1_ago,8.0
437,smiles-pe.bpe.0,0.0,0.1,ESR1_ago,8.0
438,smiles-pe.bpe.0,0.0,0.01,ESR1_ago,9.0
439,smiles-pe.bpe.0,0.0,0.1,ESR1_ago,9.0
440,smiles-pe.bpe.0,1.0598005214482489,0.01,ALDH1,0.0
441,smiles-pe.bpe.0,0.8313357428256505,0.1,ALDH1,0.0
442,smiles-pe.bpe.0,1.0598005214482489,0.01,ALDH1,1.0
443,smiles-pe.bpe.0,0.8313357428256505,0.1,ALDH1,1.0
444,smiles-pe.bpe.0,1.0598005214482489,0.01,ALDH1,2.0
445,smiles-pe.bpe.0,0.8313357428256505,0.1,ALDH1,2.0
446,smiles-pe.bpe.0,1.0598005214482489,0.01,ALDH1,3.0
447,smiles-pe.bpe.0,0.8313357428256505,0.1,ALDH1,3.0
448,smiles-pe.bpe.0,1.0598005214482489,0.01,ALDH1,4.0
449,smiles-pe.bpe.0,0.8313357428256505,0.1,ALDH1,4.0
450,smiles-pe.bpe.0,1.0598005214482489,0.01,ALDH1,5.0
451,smiles-pe.bpe.0,0.8313357428256505,0.1,ALDH1,5.0
452,smiles-pe.bpe.0,1.0598005214482489,0.01,ALDH1,6.0
453,smiles-pe.bpe.0,0.8313357428256505,0.1,ALDH1,6.0
454,smiles-pe.bpe.0,1.0598005214482489,0.01,ALDH1,7.0
455,smiles-pe.bpe.0,0.8313357428256505,0.1,ALDH1,7.0
456,smiles-pe.bpe.0,1.0598005214482489,0.01,ALDH1,8.0
457,smiles-pe.bpe.0,0.8313357428256505,0.1,ALDH1,8.0
458,smiles-pe.bpe.0,1.0598005214482489,0.01,ALDH1,9.0
459,smiles-pe.bpe.0,0.8313357428256505,0.1,ALDH1,9.0
460,smiles-pe.bpe.0,0.0,0.01,GBA,0.0
461,smiles-pe.bpe.0,0.4761583272250299,0.1,GBA,0.0
462,smiles-pe.bpe.0,0.0,0.01,GBA,1.0
463,smiles-pe.bpe.0,0.4761583272250299,0.1,GBA,1.0
464,smiles-pe.bpe.0,0.0,0.01,GBA,2.0
465,smiles-pe.bpe.0,0.4761583272250299,0.1,GBA,2.0
466,smiles-pe.bpe.0,0.0,0.01,GBA,3.0
467,smiles-pe.bpe.0,0.4761583272250299,0.1,GBA,3.0
468,smiles-pe.bpe.0,0.0,0.01,GBA,4.0
469,smiles-pe.bpe.0,0.4761583272250299,0.1,GBA,4.0
470,smiles-pe.bpe.0,0.0,0.01,GBA,5.0
471,smiles-pe.bpe.0,0.4761583272250299,0.1,GBA,5.0
472,smiles-pe.bpe.0,0.0,0.01,GBA,6.0
473,smiles-pe.bpe.0,0.4761583272250299,0.1,GBA,6.0
474,smiles-pe.bpe.0,0.0,0.01,GBA,7.0
475,smiles-pe.bpe.0,0.4761583272250299,0.1,GBA,7.0
476,smiles-pe.bpe.0,0.0,0.01,GBA,8.0
477,smiles-pe.bpe.0,0.4761583272250299,0.1,GBA,8.0
478,smiles-pe.bpe.0,0.0,0.01,GBA,9.0
479,smiles-pe.bpe.0,0.4761583272250299,0.1,GBA,9.0
480,smiles-pe.bpe.0,0.0,0.01,MTORC1,0.0
481,smiles-pe.bpe.0,0.8331318016928657,0.1,MTORC1,0.0
482,smiles-pe.bpe.0,0.0,0.01,MTORC1,1.0
483,smiles-pe.bpe.0,0.8331318016928657,0.1,MTORC1,1.0
484,smiles-pe.bpe.0,0.0,0.01,MTORC1,2.0
485,smiles-pe.bpe.0,0.8331318016928657,0.1,MTORC1,2.0
486,smiles-pe.bpe.0,0.0,0.01,MTORC1,3.0
487,smiles-pe.bpe.0,0.8331318016928657,0.1,MTORC1,3.0
488,smiles-pe.bpe.0,0.0,0.01,MTORC1,4.0
489,smiles-pe.bpe.0,0.8331318016928657,0.1,MTORC1,4.0
490,smiles-pe.bpe.0,0.0,0.01,MTORC1,5.0
491,smiles-pe.bpe.0,0.8331318016928657,0.1,MTORC1,5.0
492,smiles-pe.bpe.0,0.0,0.01,MTORC1,6.0
493,smiles-pe.bpe.0,0.8331318016928657,0.1,MTORC1,6.0
494,smiles-pe.bpe.0,0.0,0.01,MTORC1,7.0
495,smiles-pe.bpe.0,0.8331318016928657,0.1,MTORC1,7.0
496,smiles-pe.bpe.0,0.0,0.01,MTORC1,8.0
497,smiles-pe.bpe.0,0.8331318016928657,0.1,MTORC1,8.0
498,smiles-pe.bpe.0,0.0,0.01,MTORC1,9.0
499,smiles-pe.bpe.0,0.8331318016928657,0.1,MTORC1,9.0
500,smiles-pe.bpe.0,1.2933585401939833,0.01,MAPK1,0.0
501,smiles-pe.bpe.0,1.4281176257033943,0.1,MAPK1,0.0
502,smiles-pe.bpe.0,1.2933585401939833,0.01,MAPK1,1.0
503,smiles-pe.bpe.0,1.4281176257033943,0.1,MAPK1,1.0
504,smiles-pe.bpe.0,1.2933585401939833,0.01,MAPK1,2.0
505,smiles-pe.bpe.0,1.4281176257033943,0.1,MAPK1,2.0
506,smiles-pe.bpe.0,1.2933585401939833,0.01,MAPK1,3.0
507,smiles-pe.bpe.0,1.4281176257033943,0.1,MAPK1,3.0
508,smiles-pe.bpe.0,1.2933585401939833,0.01,MAPK1,4.0
509,smiles-pe.bpe.0,1.4281176257033943,0.1,MAPK1,4.0
510,smiles-pe.bpe.0,1.2933585401939833,0.01,MAPK1,5.0
511,smiles-pe.bpe.0,1.4281176257033943,0.1,MAPK1,5.0
512,smiles-pe.bpe.0,1.2933585401939833,0.01,MAPK1,6.0
513,smiles-pe.bpe.0,1.4281176257033943,0.1,MAPK1,6.0
514,smiles-pe.bpe.0,1.2933585401939833,0.01,MAPK1,7.0
515,smiles-pe.bpe.0,1.4281176257033943,0.1,MAPK1,7.0
516,smiles-pe.bpe.0,1.2933585401939833,0.01,MAPK1,8.0
517,smiles-pe.bpe.0,1.4281176257033943,0.1,MAPK1,8.0
518,smiles-pe.bpe.0,1.2933585401939833,0.01,MAPK1,9.0
519,smiles-pe.bpe.0,1.4281176257033943,0.1,MAPK1,9.0
520,smiles-pe.bpe.0,0.0,0.01,VDR,0.0
521,smiles-pe.bpe.0,0.4072306747400362,0.1,VDR,0.0
522,smiles-pe.bpe.0,0.0,0.01,VDR,1.0
523,smiles-pe.bpe.0,0.4072306747400362,0.1,VDR,1.0
524,smiles-pe.bpe.0,0.0,0.01,VDR,2.0
525,smiles-pe.bpe.0,0.4072306747400362,0.1,VDR,2.0
526,smiles-pe.bpe.0,0.0,0.01,VDR,3.0
527,smiles-pe.bpe.0,0.4072306747400362,0.1,VDR,3.0
528,smiles-pe.bpe.0,0.0,0.01,VDR,4.0
529,smiles-pe.bpe.0,0.4072306747400362,0.1,VDR,4.0
530,smiles-pe.bpe.0,0.0,0.01,VDR,5.0
531,smiles-pe.bpe.0,0.4072306747400362,0.1,VDR,5.0
532,smiles-pe.bpe.0,0.0,0.01,VDR,6.0
533,smiles-pe.bpe.0,0.4072306747400362,0.1,VDR,6.0
534,smiles-pe.bpe.0,0.0,0.01,VDR,7.0
535,smiles-pe.bpe.0,0.4072306747400362,0.1,VDR,7.0
536,smiles-pe.bpe.0,0.0,0.01,VDR,8.0
537,smiles-pe.bpe.0,0.4072306747400362,0.1,VDR,8.0
538,smiles-pe.bpe.0,0.0,0.01,VDR,9.0
539,smiles-pe.bpe.0,0.4072306747400362,0.1,VDR,9.0
540,smiles-pe.bpe.0,1.4579107024362499,0.01,PKM2,0.0
541,smiles-pe.bpe.0,0.8758839330631306,0.1,PKM2,0.0
542,smiles-pe.bpe.0,1.4579107024362499,0.01,PKM2,1.0
543,smiles-pe.bpe.0,0.8758839330631306,0.1,PKM2,1.0
544,smiles-pe.bpe.0,1.4579107024362499,0.01,PKM2,2.0
545,smiles-pe.bpe.0,0.8758839330631306,0.1,PKM2,2.0
546,smiles-pe.bpe.0,1.4579107024362499,0.01,PKM2,3.0
547,smiles-pe.bpe.0,0.8758839330631306,0.1,PKM2,3.0
548,smiles-pe.bpe.0,1.4579107024362499,0.01,PKM2,4.0
549,smiles-pe.bpe.0,0.8758839330631306,0.1,PKM2,4.0
550,smiles-pe.bpe.0,1.4579107024362499,0.01,PKM2,5.0
551,smiles-pe.bpe.0,0.8758839330631306,0.1,PKM2,5.0
552,smiles-pe.bpe.0,1.4579107024362499,0.01,PKM2,6.0
553,smiles-pe.bpe.0,0.8758839330631306,0.1,PKM2,6.0
554,smiles-pe.bpe.0,1.4579107024362499,0.01,PKM2,7.0
555,smiles-pe.bpe.0,0.8758839330631306,0.1,PKM2,7.0
556,smiles-pe.bpe.0,1.4579107024362499,0.01,PKM2,8.0
557,smiles-pe.bpe.0,0.8758839330631306,0.1,PKM2,8.0
558,smiles-pe.bpe.0,1.4579107024362499,0.01,PKM2,9.0
559,smiles-pe.bpe.0,0.8758839330631306,0.1,PKM2,9.0
560,smiles-pe.bpe.0,0.0,0.01,PPARG,0.0
561,smiles-pe.bpe.0,0.0,0.1,PPARG,0.0
562,smiles-pe.bpe.0,0.0,0.01,PPARG,1.0
563,smiles-pe.bpe.0,0.0,0.1,PPARG,1.0
564,smiles-pe.bpe.0,0.0,0.01,PPARG,2.0
565,smiles-pe.bpe.0,0.0,0.1,PPARG,2.0
566,smiles-pe.bpe.0,0.0,0.01,PPARG,3.0
567,smiles-pe.bpe.0,0.0,0.1,PPARG,3.0
568,smiles-pe.bpe.0,0.0,0.01,PPARG,4.0
569,smiles-pe.bpe.0,0.0,0.1,PPARG,4.0
570,smiles-pe.bpe.0,0.0,0.01,PPARG,5.0
571,smiles-pe.bpe.0,0.0,0.1,PPARG,5.0
572,smiles-pe.bpe.0,0.0,0.01,PPARG,6.0
573,smiles-pe.bpe.0,0.0,0.1,PPARG,6.0
574,smiles-pe.bpe.0,0.0,0.01,PPARG,7.0
575,smiles-pe.bpe.0,0.0,0.1,PPARG,7.0
576,smiles-pe.bpe.0,0.0,0.01,PPARG,8.0
577,smiles-pe.bpe.0,0.0,0.1,PPARG,8.0
578,smiles-pe.bpe.0,0.0,0.01,PPARG,9.0
579,smiles-pe.bpe.0,0.0,0.1,PPARG,9.0
580,smiles-pe.bpe.0,0.0,0.01,FEN1,0.0
581,smiles-pe.bpe.0,0.32606129481633545,0.1,FEN1,0.0
582,smiles-pe.bpe.0,0.0,0.01,FEN1,1.0
583,smiles-pe.bpe.0,0.32606129481633545,0.1,FEN1,1.0
584,smiles-pe.bpe.0,0.0,0.01,FEN1,2.0
585,smiles-pe.bpe.0,0.32606129481633545,0.1,FEN1,2.0
586,smiles-pe.bpe.0,0.0,0.01,FEN1,3.0
587,smiles-pe.bpe.0,0.32606129481633545,0.1,FEN1,3.0
588,smiles-pe.bpe.0,0.0,0.01,FEN1,4.0
589,smiles-pe.bpe.0,0.32606129481633545,0.1,FEN1,4.0
590,smiles-pe.bpe.0,0.0,0.01,FEN1,5.0
591,smiles-pe.bpe.0,0.32606129481633545,0.1,FEN1,5.0
592,smiles-pe.bpe.0,0.0,0.01,FEN1,6.0
593,smiles-pe.bpe.0,0.32606129481633545,0.1,FEN1,6.0
594,smiles-pe.bpe.0,0.0,0.01,FEN1,7.0
595,smiles-pe.bpe.0,0.32606129481633545,0.1,FEN1,7.0
596,smiles-pe.bpe.0,0.0,0.01,FEN1,8.0
597,smiles-pe.bpe.0,0.32606129481633545,0.1,FEN1,8.0
598,smiles-pe.bpe.0,0.0,0.01,FEN1,9.0
599,smiles-pe.bpe.0,0.32606129481633545,0.1,FEN1,9.0
600,selfies.atomwise,0.7809056473829201,0.01,ALDH1,0.0
601,selfies.atomwise,1.0210365163563357,0.1,ALDH1,0.0
602,selfies.atomwise,0.7809056473829201,0.01,ALDH1,1.0
603,selfies.atomwise,1.0210365163563357,0.1,ALDH1,1.0
604,selfies.atomwise,0.7809056473829201,0.01,ALDH1,2.0
605,selfies.atomwise,1.0210365163563357,0.1,ALDH1,2.0
606,selfies.atomwise,0.7809056473829201,0.01,ALDH1,3.0
607,selfies.atomwise,1.0210365163563357,0.1,ALDH1,3.0
608,selfies.atomwise,0.7809056473829201,0.01,ALDH1,4.0
609,selfies.atomwise,1.0210365163563357,0.1,ALDH1,4.0
610,selfies.atomwise,0.7809056473829201,0.01,ALDH1,5.0
611,selfies.atomwise,1.0210365163563357,0.1,ALDH1,5.0
612,selfies.atomwise,0.7809056473829201,0.01,ALDH1,6.0
613,selfies.atomwise,1.0210365163563357,0.1,ALDH1,6.0
614,selfies.atomwise,0.7809056473829201,0.01,ALDH1,7.0
615,selfies.atomwise,1.0210365163563357,0.1,ALDH1,7.0
616,selfies.atomwise,0.7809056473829201,0.01,ALDH1,8.0
617,selfies.atomwise,1.0210365163563357,0.1,ALDH1,8.0
618,selfies.atomwise,0.7809056473829201,0.01,ALDH1,9.0
619,selfies.atomwise,1.0210365163563357,0.1,ALDH1,9.0
620,selfies.atomwise,0.0,0.01,TP53,0.0
621,selfies.atomwise,0.0,0.1,TP53,0.0
622,selfies.atomwise,0.0,0.01,TP53,1.0
623,selfies.atomwise,0.0,0.1,TP53,1.0
624,selfies.atomwise,0.0,0.01,TP53,2.0
625,selfies.atomwise,0.0,0.1,TP53,2.0
626,selfies.atomwise,0.0,0.01,TP53,3.0
627,selfies.atomwise,0.0,0.1,TP53,3.0
628,selfies.atomwise,0.0,0.01,TP53,4.0
629,selfies.atomwise,0.0,0.1,TP53,4.0
630,selfies.atomwise,0.0,0.01,TP53,5.0
631,selfies.atomwise,0.0,0.1,TP53,5.0
632,selfies.atomwise,0.0,0.01,TP53,6.0
633,selfies.atomwise,0.0,0.1,TP53,6.0
634,selfies.atomwise,0.0,0.01,TP53,7.0
635,selfies.atomwise,0.0,0.1,TP53,7.0
636,selfies.atomwise,0.0,0.01,TP53,8.0
637,selfies.atomwise,0.0,0.1,TP53,8.0
638,selfies.atomwise,0.0,0.01,TP53,9.0
639,selfies.atomwise,0.0,0.1,TP53,9.0
640,selfies.atomwise,0.0,0.01,OPRK1,0.0
641,selfies.atomwise,0.0,0.1,OPRK1,0.0
642,selfies.atomwise,0.0,0.01,OPRK1,1.0
643,selfies.atomwise,0.0,0.1,OPRK1,1.0
644,selfies.atomwise,0.0,0.01,OPRK1,2.0
645,selfies.atomwise,0.0,0.1,OPRK1,2.0
646,selfies.atomwise,0.0,0.01,OPRK1,3.0
647,selfies.atomwise,0.0,0.1,OPRK1,3.0
648,selfies.atomwise,0.0,0.01,OPRK1,4.0
649,selfies.atomwise,0.0,0.1,OPRK1,4.0
650,selfies.atomwise,0.0,0.01,OPRK1,5.0
651,selfies.atomwise,0.0,0.1,OPRK1,5.0
652,selfies.atomwise,0.0,0.01,OPRK1,6.0
653,selfies.atomwise,0.0,0.1,OPRK1,6.0
654,selfies.atomwise,0.0,0.01,OPRK1,7.0
655,selfies.atomwise,0.0,0.1,OPRK1,7.0
656,selfies.atomwise,0.0,0.01,OPRK1,8.0
657,selfies.atomwise,0.0,0.1,OPRK1,8.0
658,selfies.atomwise,0.0,0.01,OPRK1,9.0
659,selfies.atomwise,0.0,0.1,OPRK1,9.0
660,selfies.atomwise,0.0,0.01,IDH1,0.0
661,selfies.atomwise,0.9999116315033691,0.1,IDH1,0.0
662,selfies.atomwise,0.0,0.01,IDH1,1.0
663,selfies.atomwise,0.9999116315033691,0.1,IDH1,1.0
664,selfies.atomwise,0.0,0.01,IDH1,2.0
665,selfies.atomwise,0.9999116315033691,0.1,IDH1,2.0
666,selfies.atomwise,0.0,0.01,IDH1,3.0
667,selfies.atomwise,0.9999116315033691,0.1,IDH1,3.0
668,selfies.atomwise,0.0,0.01,IDH1,4.0
669,selfies.atomwise,0.9999116315033691,0.1,IDH1,4.0
670,selfies.atomwise,0.0,0.01,IDH1,5.0
671,selfies.atomwise,0.9999116315033691,0.1,IDH1,5.0
672,selfies.atomwise,0.0,0.01,IDH1,6.0
673,selfies.atomwise,0.9999116315033691,0.1,IDH1,6.0
674,selfies.atomwise,0.0,0.01,IDH1,7.0
675,selfies.atomwise,0.9999116315033691,0.1,IDH1,7.0
676,selfies.atomwise,0.0,0.01,IDH1,8.0
677,selfies.atomwise,0.9999116315033691,0.1,IDH1,8.0
678,selfies.atomwise,0.0,0.01,IDH1,9.0
679,selfies.atomwise,0.9999116315033691,0.1,IDH1,9.0
680,selfies.atomwise,0.0,0.01,GBA,0.0
681,selfies.atomwise,0.23807916361251494,0.1,GBA,0.0
682,selfies.atomwise,0.0,0.01,GBA,1.0
683,selfies.atomwise,0.23807916361251494,0.1,GBA,1.0
684,selfies.atomwise,0.0,0.01,GBA,2.0
685,selfies.atomwise,0.23807916361251494,0.1,GBA,2.0
686,selfies.atomwise,0.0,0.01,GBA,3.0
687,selfies.atomwise,0.23807916361251494,0.1,GBA,3.0
688,selfies.atomwise,0.0,0.01,GBA,4.0
689,selfies.atomwise,0.23807916361251494,0.1,GBA,4.0
690,selfies.atomwise,0.0,0.01,GBA,5.0
691,selfies.atomwise,0.23807916361251494,0.1,GBA,5.0
692,selfies.atomwise,0.0,0.01,GBA,6.0
693,selfies.atomwise,0.23807916361251494,0.1,GBA,6.0
694,selfies.atomwise,0.0,0.01,GBA,7.0
695,selfies.atomwise,0.23807916361251494,0.1,GBA,7.0
696,selfies.atomwise,0.0,0.01,GBA,8.0
697,selfies.atomwise,0.23807916361251494,0.1,GBA,8.0
698,selfies.atomwise,0.0,0.01,GBA,9.0
699,selfies.atomwise,0.23807916361251494,0.1,GBA,9.0
700,selfies.atomwise,2.5867170803879667,0.01,MAPK1,0.0
701,selfies.atomwise,1.4281176257033943,0.1,MAPK1,0.0
702,selfies.atomwise,2.5867170803879667,0.01,MAPK1,1.0
703,selfies.atomwise,1.4281176257033943,0.1,MAPK1,1.0
704,selfies.atomwise,2.5867170803879667,0.01,MAPK1,2.0
705,selfies.atomwise,1.4281176257033943,0.1,MAPK1,2.0
706,selfies.atomwise,2.5867170803879667,0.01,MAPK1,3.0
707,selfies.atomwise,1.4281176257033943,0.1,MAPK1,3.0
708,selfies.atomwise,2.5867170803879667,0.01,MAPK1,4.0
709,selfies.atomwise,1.4281176257033943,0.1,MAPK1,4.0
710,selfies.atomwise,2.5867170803879667,0.01,MAPK1,5.0
711,selfies.atomwise,1.4281176257033943,0.1,MAPK1,5.0
712,selfies.atomwise,2.5867170803879667,0.01,MAPK1,6.0
713,selfies.atomwise,1.4281176257033943,0.1,MAPK1,6.0
714,selfies.atomwise,2.5867170803879667,0.01,MAPK1,7.0
715,selfies.atomwise,1.4281176257033943,0.1,MAPK1,7.0
716,selfies.atomwise,2.5867170803879667,0.01,MAPK1,8.0
717,selfies.atomwise,1.4281176257033943,0.1,MAPK1,8.0
718,selfies.atomwise,2.5867170803879667,0.01,MAPK1,9.0
719,selfies.atomwise,1.4281176257033943,0.1,MAPK1,9.0
720,selfies.atomwise,0.0,0.01,KAT2A,0.0
721,selfies.atomwise,1.0203613501829223,0.1,KAT2A,0.0
722,selfies.atomwise,0.0,0.01,KAT2A,1.0
723,selfies.atomwise,1.0203613501829223,0.1,KAT2A,1.0
724,selfies.atomwise,0.0,0.01,KAT2A,2.0
725,selfies.atomwise,1.0203613501829223,0.1,KAT2A,2.0
726,selfies.atomwise,0.0,0.01,KAT2A,3.0
727,selfies.atomwise,1.0203613501829223,0.1,KAT2A,3.0
728,selfies.atomwise,0.0,0.01,KAT2A,4.0
729,selfies.atomwise,1.0203613501829223,0.1,KAT2A,4.0
730,selfies.atomwise,0.0,0.01,KAT2A,5.0
731,selfies.atomwise,1.0203613501829223,0.1,KAT2A,5.0
732,selfies.atomwise,0.0,0.01,KAT2A,6.0
733,selfies.atomwise,1.0203613501829223,0.1,KAT2A,6.0
734,selfies.atomwise,0.0,0.01,KAT2A,7.0
735,selfies.atomwise,1.0203613501829223,0.1,KAT2A,7.0
736,selfies.atomwise,0.0,0.01,KAT2A,8.0
737,selfies.atomwise,1.0203613501829223,0.1,KAT2A,8.0
738,selfies.atomwise,0.0,0.01,KAT2A,9.0
739,selfies.atomwise,1.0203613501829223,0.1,KAT2A,9.0
740,selfies.atomwise,0.0,0.01,ADRB2,0.0
741,selfies.atomwise,0.0,0.1,ADRB2,0.0
742,selfies.atomwise,0.0,0.01,ADRB2,1.0
743,selfies.atomwise,0.0,0.1,ADRB2,1.0
744,selfies.atomwise,0.0,0.01,ADRB2,2.0
745,selfies.atomwise,0.0,0.1,ADRB2,2.0
746,selfies.atomwise,0.0,0.01,ADRB2,3.0
747,selfies.atomwise,0.0,0.1,ADRB2,3.0
748,selfies.atomwise,0.0,0.01,ADRB2,4.0
749,selfies.atomwise,0.0,0.1,ADRB2,4.0
750,selfies.atomwise,0.0,0.01,ADRB2,5.0
751,selfies.atomwise,0.0,0.1,ADRB2,5.0
752,selfies.atomwise,0.0,0.01,ADRB2,6.0
753,selfies.atomwise,0.0,0.1,ADRB2,6.0
754,selfies.atomwise,0.0,0.01,ADRB2,7.0
755,selfies.atomwise,0.0,0.1,ADRB2,7.0
756,selfies.atomwise,0.0,0.01,ADRB2,8.0
757,selfies.atomwise,0.0,0.1,ADRB2,8.0
758,selfies.atomwise,0.0,0.01,ADRB2,9.0
759,selfies.atomwise,0.0,0.1,ADRB2,9.0
760,selfies.atomwise,0.45232617781637396,0.01,VDR,0.0
761,selfies.atomwise,1.1311963187223226,0.1,VDR,0.0
762,selfies.atomwise,0.45232617781637396,0.01,VDR,1.0
763,selfies.atomwise,1.1311963187223226,0.1,VDR,1.0
764,selfies.atomwise,0.45232617781637396,0.01,VDR,2.0
765,selfies.atomwise,1.1311963187223226,0.1,VDR,2.0
766,selfies.atomwise,0.45232617781637396,0.01,VDR,3.0
767,selfies.atomwise,1.1311963187223226,0.1,VDR,3.0
768,selfies.atomwise,0.45232617781637396,0.01,VDR,4.0
769,selfies.atomwise,1.1311963187223226,0.1,VDR,4.0
770,selfies.atomwise,0.45232617781637396,0.01,VDR,5.0
771,selfies.atomwise,1.1311963187223226,0.1,VDR,5.0
772,selfies.atomwise,0.45232617781637396,0.01,VDR,6.0
773,selfies.atomwise,1.1311963187223226,0.1,VDR,6.0
774,selfies.atomwise,0.45232617781637396,0.01,VDR,7.0
775,selfies.atomwise,1.1311963187223226,0.1,VDR,7.0
776,selfies.atomwise,0.45232617781637396,0.01,VDR,8.0
777,selfies.atomwise,1.1311963187223226,0.1,VDR,8.0
778,selfies.atomwise,0.45232617781637396,0.01,VDR,9.0
779,selfies.atomwise,1.1311963187223226,0.1,VDR,9.0
780,selfies.atomwise,4.150602409638553,0.01,MTORC1,0.0
781,selfies.atomwise,0.41656590084643286,0.1,MTORC1,0.0
782,selfies.atomwise,4.150602409638553,0.01,MTORC1,1.0
783,selfies.atomwise,0.41656590084643286,0.1,MTORC1,1.0
784,selfies.atomwise,4.150602409638553,0.01,MTORC1,2.0
785,selfies.atomwise,0.41656590084643286,0.1,MTORC1,2.0
786,selfies.atomwise,4.150602409638553,0.01,MTORC1,3.0
787,selfies.atomwise,0.41656590084643286,0.1,MTORC1,3.0
788,selfies.atomwise,4.150602409638553,0.01,MTORC1,4.0
789,selfies.atomwise,0.41656590084643286,0.1,MTORC1,4.0
790,selfies.atomwise,4.150602409638553,0.01,MTORC1,5.0
791,selfies.atomwise,0.41656590084643286,0.1,MTORC1,5.0
792,selfies.atomwise,4.150602409638553,0.01,MTORC1,6.0
793,selfies.atomwise,0.41656590084643286,0.1,MTORC1,6.0
794,selfies.atomwise,4.150602409638553,0.01,MTORC1,7.0
795,selfies.atomwise,0.41656590084643286,0.1,MTORC1,7.0
796,selfies.atomwise,4.150602409638553,0.01,MTORC1,8.0
797,selfies.atomwise,0.41656590084643286,0.1,MTORC1,8.0
798,selfies.atomwise,4.150602409638553,0.01,MTORC1,9.0
