,model,enrich,p,target,seed
124,smiles-pe.atomwise.0,0.0,0.01,TP53,2.0
125,smiles-pe.atomwise.0,0.4962616822429907,0.1,TP53,2.0
126,smiles-pe.atomwise.0,0.0,0.01,TP53,3.0
127,smiles-pe.atomwise.0,0.4962616822429907,0.1,TP53,3.0
128,smiles-pe.atomwise.0,0.0,0.01,TP53,4.0
129,smiles-pe.atomwise.0,0.4962616822429907,0.1,TP53,4.0
130,smiles-pe.atomwise.0,0.0,0.01,TP53,5.0
131,smiles-pe.atomwise.0,0.4962616822429907,0.1,TP53,5.0
132,smiles-pe.atomwise.0,0.0,0.01,TP53,6.0
133,smiles-pe.atomwise.0,0.4962616822429907,0.1,TP53,6.0
134,smiles-pe.atomwise.0,0.0,0.01,TP53,7.0
135,smiles-pe.atomwise.0,0.4962616822429907,0.1,TP53,7.0
136,smiles-pe.atomwise.0,0.0,0.01,TP53,8.0
137,smiles-pe.atomwise.0,0.4962616822429907,0.1,TP53,8.0
138,smiles-pe.atomwise.0,0.0,0.01,TP53,9.0
139,smiles-pe.atomwise.0,0.4962616822429907,0.1,TP53,9.0
140,smiles-pe.atomwise.0,1.4579107024362499,0.01,PKM2,0.0
141,smiles-pe.atomwise.0,0.7299032775526088,0.1,PKM2,0.0
142,smiles-pe.atomwise.0,1.4579107024362499,0.01,PKM2,1.0
143,smiles-pe.atomwise.0,0.7299032775526088,0.1,PKM2,1.0
144,smiles-pe.atomwise.0,1.4579107024362499,0.01,PKM2,2.0
145,smiles-pe.atomwise.0,0.7299032775526088,0.1,PKM2,2.0
146,smiles-pe.atomwise.0,1.4579107024362499,0.01,PKM2,3.0
147,smiles-pe.atomwise.0,0.7299032775526088,0.1,PKM2,3.0
148,smiles-pe.atomwise.0,1.4579107024362499,0.01,PKM2,4.0
149,smiles-pe.atomwise.0,0.7299032775526088,0.1,PKM2,4.0
150,smiles-pe.atomwise.0,1.4579107024362499,0.01,PKM2,5.0
151,smiles-pe.atomwise.0,0.7299032775526088,0.1,PKM2,5.0
152,smiles-pe.atomwise.0,1.4579107024362499,0.01,PKM2,6.0
153,smiles-pe.atomwise.0,0.7299032775526088,0.1,PKM2,6.0
154,smiles-pe.atomwise.0,1.4579107024362499,0.01,PKM2,7.0
155,smiles-pe.atomwise.0,0.7299032775526088,0.1,PKM2,7.0
156,smiles-pe.atomwise.0,1.4579107024362499,0.01,PKM2,8.0
157,smiles-pe.atomwise.0,0.7299032775526088,0.1,PKM2,8.0
158,smiles-pe.atomwise.0,1.4579107024362499,0.01,PKM2,9.0
159,smiles-pe.atomwise.0,0.7299032775526088,0.1,PKM2,9.0
160,smiles-pe.atomwise.0,0.0,0.01,OPRK1,0.0
161,smiles-pe.atomwise.0,0.0,0.1,OPRK1,0.0
162,smiles-pe.atomwise.0,0.0,0.01,OPRK1,1.0
163,smiles-pe.atomwise.0,0.0,0.1,OPRK1,1.0
164,smiles-pe.atomwise.0,0.0,0.01,OPRK1,2.0
165,smiles-pe.atomwise.0,0.0,0.1,OPRK1,2.0
166,smiles-pe.atomwise.0,0.0,0.01,OPRK1,3.0
167,smiles-pe.atomwise.0,0.0,0.1,OPRK1,3.0
168,smiles-pe.atomwise.0,0.0,0.01,OPRK1,4.0
169,smiles-pe.atomwise.0,0.0,0.1,OPRK1,4.0
170,smiles-pe.atomwise.0,0.0,0.01,OPRK1,5.0
171,smiles-pe.atomwise.0,0.0,0.1,OPRK1,5.0
172,smiles-pe.atomwise.0,0.0,0.01,OPRK1,6.0
173,smiles-pe.atomwise.0,0.0,0.1,OPRK1,6.0
174,smiles-pe.atomwise.0,0.0,0.01,OPRK1,7.0
175,smiles-pe.atomwise.0,0.0,0.1,OPRK1,7.0
176,smiles-pe.atomwise.0,0.0,0.01,OPRK1,8.0
177,smiles-pe.atomwise.0,0.0,0.1,OPRK1,8.0
178,smiles-pe.atomwise.0,0.0,0.01,OPRK1,9.0
179,smiles-pe.atomwise.0,0.0,0.1,OPRK1,9.0
180,smiles-pe.atomwise.0,0.0,0.01,KAT2A,0.0
181,smiles-pe.atomwise.0,1.2244336202195065,0.1,KAT2A,0.0
182,smiles-pe.atomwise.0,0.0,0.01,KAT2A,1.0
183,smiles-pe.atomwise.0,1.2244336202195065,0.1,KAT2A,1.0
184,smiles-pe.atomwise.0,0.0,0.01,KAT2A,2.0
185,smiles-pe.atomwise.0,1.2244336202195065,0.1,KAT2A,2.0
186,smiles-pe.atomwise.0,0.0,0.01,KAT2A,3.0
187,smiles-pe.atomwise.0,1.2244336202195065,0.1,KAT2A,3.0
188,smiles-pe.atomwise.0,0.0,0.01,KAT2A,4.0
189,smiles-pe.atomwise.0,1.2244336202195065,0.1,KAT2A,4.0
190,smiles-pe.atomwise.0,0.0,0.01,KAT2A,5.0
191,smiles-pe.atomwise.0,1.2244336202195065,0.1,KAT2A,5.0
192,smiles-pe.atomwise.0,0.0,0.01,KAT2A,6.0
193,smiles-pe.atomwise.0,1.2244336202195065,0.1,KAT2A,6.0
194,smiles-pe.atomwise.0,0.0,0.01,KAT2A,7.0
195,smiles-pe.atomwise.0,1.2244336202195065,0.1,KAT2A,7.0
196,smiles-pe.atomwise.0,0.0,0.01,KAT2A,8.0
197,smiles-pe.atomwise.0,1.2244336202195065,0.1,KAT2A,8.0
198,smiles-pe.atomwise.0,0.0,0.01,KAT2A,9.0
199,smiles-pe.atomwise.0,1.2244336202195065,0.1,KAT2A,9.0
200,smiles-pe.atomwise.0,0.0,0.01,MTORC1,0.0
201,smiles-pe.atomwise.0,1.2496977025392986,0.1,MTORC1,0.0
202,smiles-pe.atomwise.0,0.0,0.01,MTORC1,1.0
203,smiles-pe.atomwise.0,1.2496977025392986,0.1,MTORC1,1.0
204,smiles-pe.atomwise.0,0.0,0.01,MTORC1,2.0
205,smiles-pe.atomwise.0,1.2496977025392986,0.1,MTORC1,2.0
206,smiles-pe.atomwise.0,0.0,0.01,MTORC1,3.0
207,smiles-pe.atomwise.0,1.2496977025392986,0.1,MTORC1,3.0
208,smiles-pe.atomwise.0,0.0,0.01,MTORC1,4.0
209,smiles-pe.atomwise.0,1.2496977025392986,0.1,MTORC1,4.0
210,smiles-pe.atomwise.0,0.0,0.01,MTORC1,5.0
211,smiles-pe.atomwise.0,1.2496977025392986,0.1,MTORC1,5.0
212,smiles-pe.atomwise.0,0.0,0.01,MTORC1,6.0
213,smiles-pe.atomwise.0,1.2496977025392986,0.1,MTORC1,6.0
214,smiles-pe.atomwise.0,0.0,0.01,MTORC1,7.0
215,smiles-pe.atomwise.0,1.2496977025392986,0.1,MTORC1,7.0
216,smiles-pe.atomwise.0,0.0,0.01,MTORC1,8.0
217,smiles-pe.atomwise.0,1.2496977025392986,0.1,MTORC1,8.0
218,smiles-pe.atomwise.0,0.0,0.01,MTORC1,9.0
219,smiles-pe.atomwise.0,1.2496977025392986,0.1,MTORC1,9.0
220,smiles-pe.atomwise.0,2.379506458453827,0.01,GBA,0.0
221,smiles-pe.atomwise.0,1.1903958180625747,0.1,GBA,0.0
222,smiles-pe.atomwise.0,2.379506458453827,0.01,GBA,1.0
223,smiles-pe.atomwise.0,1.1903958180625747,0.1,GBA,1.0
224,smiles-pe.atomwise.0,2.379506458453827,0.01,GBA,2.0
225,smiles-pe.atomwise.0,1.1903958180625747,0.1,GBA,2.0
226,smiles-pe.atomwise.0,2.379506458453827,0.01,GBA,3.0
227,smiles-pe.atomwise.0,1.1903958180625747,0.1,GBA,3.0
228,smiles-pe.atomwise.0,2.379506458453827,0.01,GBA,4.0
229,smiles-pe.atomwise.0,1.1903958180625747,0.1,GBA,4.0
230,smiles-pe.atomwise.0,2.379506458453827,0.01,GBA,5.0
231,smiles-pe.atomwise.0,1.1903958180625747,0.1,GBA,5.0
232,smiles-pe.atomwise.0,2.379506458453827,0.01,GBA,6.0
233,smiles-pe.atomwise.0,1.1903958180625747,0.1,GBA,6.0
234,smiles-pe.atomwise.0,2.379506458453827,0.01,GBA,7.0
235,smiles-pe.atomwise.0,1.1903958180625747,0.1,GBA,7.0
236,smiles-pe.atomwise.0,2.379506458453827,0.01,GBA,8.0
237,smiles-pe.atomwise.0,1.1903958180625747,0.1,GBA,8.0
238,smiles-pe.atomwise.0,2.379506458453827,0.01,GBA,9.0
239,smiles-pe.atomwise.0,1.1903958180625747,0.1,GBA,9.0
240,smiles-pe.atomwise.0,24.976023017902815,0.01,ADRB2,0.0
241,smiles-pe.atomwise.0,7.499520030718035,0.1,ADRB2,0.0
242,smiles-pe.atomwise.0,24.976023017902815,0.01,ADRB2,1.0
243,smiles-pe.atomwise.0,7.499520030718035,0.1,ADRB2,1.0
244,smiles-pe.atomwise.0,24.976023017902815,0.01,ADRB2,2.0
245,smiles-pe.atomwise.0,7.499520030718035,0.1,ADRB2,2.0
246,smiles-pe.atomwise.0,24.976023017902815,0.01,ADRB2,3.0
247,smiles-pe.atomwise.0,7.499520030718035,0.1,ADRB2,3.0
248,smiles-pe.atomwise.0,24.976023017902815,0.01,ADRB2,4.0
249,smiles-pe.atomwise.0,7.499520030718035,0.1,ADRB2,4.0
250,smiles-pe.atomwise.0,24.976023017902815,0.01,ADRB2,5.0
251,smiles-pe.atomwise.0,7.499520030718035,0.1,ADRB2,5.0
252,smiles-pe.atomwise.0,24.976023017902815,0.01,ADRB2,6.0
253,smiles-pe.atomwise.0,7.499520030718035,0.1,ADRB2,6.0
254,smiles-pe.atomwise.0,24.976023017902815,0.01,ADRB2,7.0
255,smiles-pe.atomwise.0,7.499520030718035,0.1,ADRB2,7.0
256,smiles-pe.atomwise.0,24.976023017902815,0.01,ADRB2,8.0
257,smiles-pe.atomwise.0,7.499520030718035,0.1,ADRB2,8.0
258,smiles-pe.atomwise.0,24.976023017902815,0.01,ADRB2,9.0
259,smiles-pe.atomwise.0,7.499520030718035,0.1,ADRB2,9.0
260,smiles-pe.atomwise.0,0.0,0.01,IDH1,0.0
261,smiles-pe.atomwise.0,0.0,0.1,IDH1,0.0
262,smiles-pe.atomwise.0,0.0,0.01,IDH1,1.0
263,smiles-pe.atomwise.0,0.0,0.1,IDH1,1.0
264,smiles-pe.atomwise.0,0.0,0.01,IDH1,2.0
265,smiles-pe.atomwise.0,0.0,0.1,IDH1,2.0
266,smiles-pe.atomwise.0,0.0,0.01,IDH1,3.0
267,smiles-pe.atomwise.0,0.0,0.1,IDH1,3.0
268,smiles-pe.atomwise.0,0.0,0.01,IDH1,4.0
269,smiles-pe.atomwise.0,0.0,0.1,IDH1,4.0
270,smiles-pe.atomwise.0,0.0,0.01,IDH1,5.0
271,smiles-pe.atomwise.0,0.0,0.1,IDH1,5.0
272,smiles-pe.atomwise.0,0.0,0.01,IDH1,6.0
273,smiles-pe.atomwise.0,0.0,0.1,IDH1,6.0
274,smiles-pe.atomwise.0,0.0,0.01,IDH1,7.0
275,smiles-pe.atomwise.0,0.0,0.1,IDH1,7.0
276,smiles-pe.atomwise.0,0.0,0.01,IDH1,8.0
277,smiles-pe.atomwise.0,0.0,0.1,IDH1,8.0
278,smiles-pe.atomwise.0,0.0,0.01,IDH1,9.0
279,smiles-pe.atomwise.0,0.0,0.1,IDH1,9.0
280,smiles-pe.atomwise.0,0.0,0.01,ESR1_ant,0.0
281,smiles-pe.atomwise.0,1.1474863718958208,0.1,ESR1_ant,0.0
282,smiles-pe.atomwise.0,0.0,0.01,ESR1_ant,1.0
283,smiles-pe.atomwise.0,1.1474863718958208,0.1,ESR1_ant,1.0
284,smiles-pe.atomwise.0,0.0,0.01,ESR1_ant,2.0
285,smiles-pe.atomwise.0,1.1474863718958208,0.1,ESR1_ant,2.0
286,smiles-pe.atomwise.0,0.0,0.01,ESR1_ant,3.0
287,smiles-pe.atomwise.0,1.1474863718958208,0.1,ESR1_ant,3.0
288,smiles-pe.atomwise.0,0.0,0.01,ESR1_ant,4.0
289,smiles-pe.atomwise.0,1.1474863718958208,0.1,ESR1_ant,4.0
290,smiles-pe.atomwise.0,0.0,0.01,ESR1_ant,5.0
291,smiles-pe.atomwise.0,1.1474863718958208,0.1,ESR1_ant,5.0
292,smiles-pe.atomwise.0,0.0,0.01,ESR1_ant,6.0
293,smiles-pe.atomwise.0,1.1474863718958208,0.1,ESR1_ant,6.0
294,smiles-pe.atomwise.0,0.0,0.01,ESR1_ant,7.0
295,smiles-pe.atomwise.0,1.1474863718958208,0.1,ESR1_ant,7.0
296,smiles-pe.atomwise.0,0.0,0.01,ESR1_ant,8.0
297,smiles-pe.atomwise.0,1.1474863718958208,0.1,ESR1_ant,8.0
298,smiles-pe.atomwise.0,0.0,0.01,ESR1_ant,9.0
299,smiles-pe.atomwise.0,1.1474863718958208,0.1,ESR1_ant,9.0
300,smiles-pe.bpe.0,0.0,0.01,OPRK1,0.0
301,smiles-pe.bpe.0,3.333333333333333,0.1,OPRK1,0.0
302,smiles-pe.bpe.0,0.0,0.01,OPRK1,1.0
303,smiles-pe.bpe.0,3.333333333333333,0.1,OPRK1,1.0
304,smiles-pe.bpe.0,0.0,0.01,OPRK1,2.0
305,smiles-pe.bpe.0,3.333333333333333,0.1,OPRK1,2.0
306,smiles-pe.bpe.0,0.0,0.01,OPRK1,3.0
307,smiles-pe.bpe.0,3.333333333333333,0.1,OPRK1,3.0
308,smiles-pe.bpe.0,0.0,0.01,OPRK1,4.0
309,smiles-pe.bpe.0,3.333333333333333,0.1,OPRK1,4.0
310,smiles-pe.bpe.0,0.0,0.01,OPRK1,5.0
311,smiles-pe.bpe.0,3.333333333333333,0.1,OPRK1,5.0
312,smiles-pe.bpe.0,0.0,0.01,OPRK1,6.0
313,smiles-pe.bpe.0,3.333333333333333,0.1,OPRK1,6.0
314,smiles-pe.bpe.0,0.0,0.01,OPRK1,7.0
315,smiles-pe.bpe.0,3.333333333333333,0.1,OPRK1,7.0
316,smiles-pe.bpe.0,0.0,0.01,OPRK1,8.0
317,smiles-pe.bpe.0,3.333333333333333,0.1,OPRK1,8.0
318,smiles-pe.bpe.0,0.0,0.01,OPRK1,9.0
319,smiles-pe.bpe.0,3.333333333333333,0.1,OPRK1,9.0
320,smiles-pe.bpe.0,3.7366863905325447,0.01,ESR1_ant,0.0
321,smiles-pe.bpe.0,0.7649909145972139,0.1,ESR1_ant,0.0
322,smiles-pe.bpe.0,3.7366863905325447,0.01,ESR1_ant,1.0
323,smiles-pe.bpe.0,0.7649909145972139,0.1,ESR1_ant,1.0
324,smiles-pe.bpe.0,3.7366863905325447,0.01,ESR1_ant,2.0
325,smiles-pe.bpe.0,0.7649909145972139,0.1,ESR1_ant,2.0
326,smiles-pe.bpe.0,3.7366863905325447,0.01,ESR1_ant,3.0
327,smiles-pe.bpe.0,0.7649909145972139,0.1,ESR1_ant,3.0
328,smiles-pe.bpe.0,3.7366863905325447,0.01,ESR1_ant,4.0
329,smiles-pe.bpe.0,0.7649909145972139,0.1,ESR1_ant,4.0
330,smiles-pe.bpe.0,3.7366863905325447,0.01,ESR1_ant,5.0
331,smiles-pe.bpe.0,0.7649909145972139,0.1,ESR1_ant,5.0
332,smiles-pe.bpe.0,3.7366863905325447,0.01,ESR1_ant,6.0
333,smiles-pe.bpe.0,0.7649909145972139,0.1,ESR1_ant,6.0
334,smiles-pe.bpe.0,3.7366863905325447,0.01,ESR1_ant,7.0
335,smiles-pe.bpe.0,0.7649909145972139,0.1,ESR1_ant,7.0
336,smiles-pe.bpe.0,3.7366863905325447,0.01,ESR1_ant,8.0
337,smiles-pe.bpe.0,0.7649909145972139,0.1,ESR1_ant,8.0
338,smiles-pe.bpe.0,3.7366863905325447,0.01,ESR1_ant,9.0
339,smiles-pe.bpe.0,0.7649909145972139,0.1,ESR1_ant,9.0
340,smiles-pe.bpe.0,24.976023017902815,0.01,ADRB2,0.0
341,smiles-pe.bpe.0,4.9996800204786895,0.1,ADRB2,0.0
342,smiles-pe.bpe.0,24.976023017902815,0.01,ADRB2,1.0
343,smiles-pe.bpe.0,4.9996800204786895,0.1,ADRB2,1.0
344,smiles-pe.bpe.0,24.976023017902815,0.01,ADRB2,2.0
345,smiles-pe.bpe.0,4.9996800204786895,0.1,ADRB2,2.0
346,smiles-pe.bpe.0,24.976023017902815,0.01,ADRB2,3.0
347,smiles-pe.bpe.0,4.9996800204786895,0.1,ADRB2,3.0
348,smiles-pe.bpe.0,24.976023017902815,0.01,ADRB2,4.0
349,smiles-pe.bpe.0,4.9996800204786895,0.1,ADRB2,4.0
350,smiles-pe.bpe.0,24.976023017902815,0.01,ADRB2,5.0
351,smiles-pe.bpe.0,4.9996800204786895,0.1,ADRB2,5.0
352,smiles-pe.bpe.0,24.976023017902815,0.01,ADRB2,6.0
353,smiles-pe.bpe.0,4.9996800204786895,0.1,ADRB2,6.0
354,smiles-pe.bpe.0,24.976023017902815,0.01,ADRB2,7.0
355,smiles-pe.bpe.0,4.9996800204786895,0.1,ADRB2,7.0
356,smiles-pe.bpe.0,24.976023017902815,0.01,ADRB2,8.0
357,smiles-pe.bpe.0,4.9996800204786895,0.1,ADRB2,8.0
358,smiles-pe.bpe.0,24.976023017902815,0.01,ADRB2,9.0
359,smiles-pe.bpe.0,4.9996800204786895,0.1,ADRB2,9.0
360,smiles-pe.bpe.0,0.0,0.01,IDH1,0.0
361,smiles-pe.bpe.0,0.9999116315033691,0.1,IDH1,0.0
362,smiles-pe.bpe.0,0.0,0.01,IDH1,1.0
363,smiles-pe.bpe.0,0.9999116315033691,0.1,IDH1,1.0
364,smiles-pe.bpe.0,0.0,0.01,IDH1,2.0
365,smiles-pe.bpe.0,0.9999116315033691,0.1,IDH1,2.0
366,smiles-pe.bpe.0,0.0,0.01,IDH1,3.0
367,smiles-pe.bpe.0,0.9999116315033691,0.1,IDH1,3.0
368,smiles-pe.bpe.0,0.0,0.01,IDH1,4.0
369,smiles-pe.bpe.0,0.9999116315033691,0.1,IDH1,4.0
370,smiles-pe.bpe.0,0.0,0.01,IDH1,5.0
371,smiles-pe.bpe.0,0.9999116315033691,0.1,IDH1,5.0
372,smiles-pe.bpe.0,0.0,0.01,IDH1,6.0
373,smiles-pe.bpe.0,0.9999116315033691,0.1,IDH1,6.0
374,smiles-pe.bpe.0,0.0,0.01,IDH1,7.0
375,smiles-pe.bpe.0,0.9999116315033691,0.1,IDH1,7.0
376,smiles-pe.bpe.0,0.0,0.01,IDH1,8.0
377,smiles-pe.bpe.0,0.9999116315033691,0.1,IDH1,8.0
378,smiles-pe.bpe.0,0.0,0.01,IDH1,9.0
