model,target,p,count,mean,std,min,25%,50%,75%,max
HDC-RF,MAPK1,0.01,10.0,17.460340292618778,2.044979409121711,14.226943942133817,16.81366102252178,16.81366102252178,18.107019562715767,20.693736643103733
HDC-RF,MAPK1,0.1,10.0,3.1937903265730454,0.22235761274971075,2.856235251406789,3.01852134523672,3.180807439066651,3.3430935328965825,3.505379626726514
HDC-RF,MTORC1,0.01,10.0,17.84759036144578,2.004931441390467,16.602409638554214,16.602409638554214,16.602409638554214,19.71536144578313,20.75301204819277
HDC-RF,MTORC1,0.1,10.0,3.4991535671100364,0.5269188168938364,2.499395405078597,3.332527206771463,3.5408101571946795,3.749093107617896,4.165659008464329
HDC-RF,OPRK1,0.01,10.0,33.31358024691358,7.489778066296963e-15,33.313580246913574,33.313580246913574,33.313580246913574,33.313580246913574,33.313580246913574
HDC-RF,OPRK1,0.1,10.0,3.333333333333333,0.0,3.333333333333333,3.333333333333333,3.333333333333333,3.333333333333333,3.333333333333333
HDC-RF,PKM2,0.01,10.0,9.549315100957436,0.8727191964389285,8.018508863399374,9.476419565835624,9.476419565835624,9.476419565835624,10.934330268271877
HDC-RF,PKM2,0.1,10.0,1.518198817309426,0.06707348241397071,1.4598065551052175,1.4598065551052175,1.4963017189828478,1.587539628676924,1.6057872106157394
HDC-RF,PPARG,0.01,10.0,56.14285714285713,5.636168346694664,53.469387755102034,53.469387755102034,53.469387755102034,53.469387755102034,66.83673469387755
HDC-RF,PPARG,0.1,10.0,7.142857142857143,0.0,7.142857142857143,7.142857142857143,7.142857142857143,7.142857142857143,7.142857142857143
HDC-RF,TP53,0.01,10.0,43.44545454545455,2.275598186727615,38.618181818181824,43.44545454545455,43.44545454545455,43.44545454545455,48.27272727272727
HDC-RF,TP53,0.1,10.0,5.0094339622641515,9.362222582871203e-16,5.009433962264151,5.009433962264151,5.009433962264151,5.009433962264151,5.009433962264151
HDC-RF,VDR,0.01,10.0,7.780010258441632,0.415659072457835,7.237218845061983,7.689545022878357,7.689545022878357,8.028789656240637,8.594197378511105
HDC-RF,VDR,0.1,10.0,0.9547296930016405,0.04499577361341953,0.8597092022289653,0.950204907726751,0.950204907726751,0.995452760475644,0.995452760475644
Vina,ADRB2,0.01,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vina,ADRB2,0.1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vina,ALDH1,0.01,2.0,1.2696712783619255,0.0,1.2696712783619255,1.2696712783619255,1.2696712783619255,1.2696712783619255,1.2696712783619255
Vina,ALDH1,0.1,2.0,1.593674070674988,0.0,1.593674070674988,1.593674070674988,1.593674070674988,1.593674070674988,1.593674070674988
Vina,ESR1_ago,0.01,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vina,ESR1_ago,0.1,2.0,2.4921052631578946,0.0,2.4921052631578946,2.4921052631578946,2.4921052631578946,2.4921052631578946,2.4921052631578946
Vina,ESR1_ant,0.01,2.0,7.614035087719298,0.0,7.614035087719298,7.614035087719298,7.614035087719298,7.614035087719298,7.614035087719298
Vina,ESR1_ant,0.1,2.0,1.3127646702964308,0.0,1.3127646702964308,1.3127646702964308,1.3127646702964308,1.3127646702964308,1.3127646702964308
Vina,FEN1,0.01,2.0,0.9896072388695824,0.0,0.9896072388695824,0.9896072388695824,0.9896072388695824,0.9896072388695824,0.9896072388695824
Vina,FEN1,0.1,2.0,2.0790931235349683,0.0,2.0790931235349683,2.0790931235349683,2.0790931235349683,2.0790931235349683,2.0790931235349683
Vina,GBA,0.01,2.0,4.346456692913385,0.0,4.346456692913385,4.346456692913385,4.346456692913385,4.346456692913385,4.346456692913385
Vina,GBA,0.1,2.0,2.825938566552901,0.0,2.825938566552901,2.825938566552901,2.825938566552901,2.825938566552901,2.825938566552901
Vina,IDH1,0.01,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vina,IDH1,0.1,2.0,1.9999127304461657,0.0,1.9999127304461657,1.9999127304461657,1.9999127304461657,1.9999127304461657,1.9999127304461657
Vina,KAT2A,0.01,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vina,KAT2A,0.1,2.0,0.7843137254901961,0.0,0.7843137254901961,0.7843137254901961,0.7843137254901961,0.7843137254901961,0.7843137254901961
Vina,MAPK1,0.01,2.0,1.246141975308642,0.0,1.246141975308642,1.246141975308642,1.246141975308642,1.246141975308642,1.246141975308642
Vina,MAPK1,0.1,2.0,2.375,0.0,2.375,2.375,2.375,2.375,2.375
Vina,MTORC1,0.01,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vina,MTORC1,0.1,2.0,0.833031035872632,0.0,0.833031035872632,0.833031035872632,0.833031035872632,0.833031035872632,0.833031035872632
Vina,OPRK1,0.01,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vina,OPRK1,0.1,2.0,1.9999407846039972,0.0,1.9999407846039972,1.9999407846039972,1.9999407846039972,1.9999407846039972,1.9999407846039972
Vina,PKM2,0.01,2.0,2.188966054850826,0.0,2.188966054850826,2.188966054850826,2.188966054850826,2.188966054850826,2.188966054850826
Vina,PKM2,0.1,2.0,1.824728906196464,0.0,1.824728906196464,1.824728906196464,1.824728906196464,1.824728906196464,1.824728906196464
Vina,PPARG,0.01,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vina,PPARG,0.1,2.0,1.110483364720653,0.0,1.110483364720653,1.110483364720653,1.110483364720653,1.110483364720653,1.110483364720653
Vina,TP53,0.01,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vina,TP53,0.1,2.0,1.5933793103448275,0.0,1.5933793103448275,1.5933793103448275,1.5933793103448275,1.5933793103448275,1.5933793103448275
Vina,VDR,0.01,2.0,1.315071247988968,0.0,1.315071247988968,1.315071247988968,1.315071247988968,1.315071247988968,1.315071247988968
Vina,VDR,0.1,2.0,1.0526315789473684,0.0,1.0526315789473684,1.0526315789473684,1.0526315789473684,1.0526315789473684,1.0526315789473684
ecfp,ADRB2,0.01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ecfp,ADRB2,0.1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ecfp,ALDH1,0.01,10.0,0.6693476977567886,0.0,0.6693476977567886,0.6693476977567886,0.6693476977567886,0.6693476977567886,0.6693476977567886
ecfp,ALDH1,0.1,10.0,0.8536534808880841,1.1702778228589004e-16,0.853653480888084,0.853653480888084,0.853653480888084,0.853653480888084,0.853653480888084
ecfp,ESR1_ago,0.01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ecfp,ESR1_ago,0.1,10.0,3.330952380952381,4.681111291435602e-16,3.3309523809523807,3.3309523809523807,3.3309523809523807,3.3309523809523807,3.3309523809523807
ecfp,ESR1_ant,0.01,10.0,7.47337278106509,9.362222582871203e-16,7.473372781065089,7.473372781065089,7.473372781065089,7.473372781065089,7.473372781065089
ecfp,ESR1_ant,0.1,10.0,2.6774682010902486,4.681111291435602e-16,2.677468201090248,2.677468201090248,2.677468201090248,2.677468201090248,2.677468201090248
ecfp,FEN1,0.01,10.0,1.0862603810454323,0.0,1.0862603810454323,1.0862603810454323,1.0862603810454323,1.0862603810454323,1.0862603810454323
ecfp,FEN1,0.1,10.0,1.7389935723537893,0.0,1.7389935723537893,1.7389935723537893,1.7389935723537893,1.7389935723537893,1.7389935723537893
ecfp,GBA,0.01,10.0,2.3795064584538266,4.681111291435602e-16,2.379506458453827,2.379506458453827,2.379506458453827,2.379506458453827,2.379506458453827
ecfp,GBA,0.1,10.0,1.4284749816750897,0.0,1.4284749816750897,1.4284749816750897,1.4284749816750897,1.4284749816750897,1.4284749816750897
ecfp,IDH1,0.01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ecfp,IDH1,0.1,10.0,2.9997348945101066,4.681111291435602e-16,2.999734894510107,2.999734894510107,2.999734894510107,2.999734894510107,2.999734894510107
ecfp,KAT2A,0.01,10.0,4.080977345066467,0.0,4.080977345066467,4.080977345066467,4.080977345066467,4.080977345066467,4.080977345066467
ecfp,KAT2A,0.1,10.0,2.040722700365845,0.0,2.040722700365845,2.040722700365845,2.040722700365845,2.040722700365845,2.040722700365845
ecfp,MAPK1,0.01,10.0,1.293358540193983,0.0,1.293358540193983,1.293358540193983,1.293358540193983,1.293358540193983,1.293358540193983
ecfp,MAPK1,0.1,10.0,2.2070908760870642,4.681111291435602e-16,2.207090876087064,2.207090876087064,2.207090876087064,2.207090876087064,2.207090876087064
ecfp,MTORC1,0.01,10.0,8.301204819277107,0.0,8.301204819277107,8.301204819277107,8.301204819277107,8.301204819277107,8.301204819277107
ecfp,MTORC1,0.1,10.0,3.332527206771463,0.0,3.332527206771463,3.332527206771463,3.332527206771463,3.332527206771463,3.332527206771463
ecfp,OPRK1,0.01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ecfp,OPRK1,0.1,10.0,1.6666666666666665,2.340555645717801e-16,1.6666666666666663,1.6666666666666663,1.6666666666666663,1.6666666666666663,1.6666666666666663
ecfp,PKM2,0.01,10.0,2.1868660536543745,4.681111291435602e-16,2.186866053654375,2.186866053654375,2.186866053654375,2.186866053654375,2.186866053654375
ecfp,PKM2,0.1,10.0,1.0948549163289132,0.0,1.0948549163289132,1.0948549163289132,1.0948549163289132,1.0948549163289132,1.0948549163289132
ecfp,PPARG,0.01,10.0,26.734693877551017,0.0,26.734693877551017,26.734693877551017,26.734693877551017,26.734693877551017,26.734693877551017
ecfp,PPARG,0.1,10.0,5.7142857142857135,0.0,5.7142857142857135,5.7142857142857135,5.7142857142857135,5.7142857142857135,5.7142857142857135
ecfp,TP53,0.01,10.0,19.309090909090912,0.0,19.309090909090912,19.309090909090912,19.309090909090912,19.309090909090912,19.309090909090912
ecfp,TP53,0.1,10.0,4.962616822429907,0.0,4.962616822429907,4.962616822429907,4.962616822429907,4.962616822429907,4.962616822429907
ecfp,VDR,0.01,10.0,0.45232617781637396,5.851389114294502e-17,0.4523261778163739,0.4523261778163739,0.4523261778163739,0.4523261778163739,0.4523261778163739
ecfp,VDR,0.1,10.0,0.4977263802378219,0.0,0.4977263802378219,0.4977263802378219,0.4977263802378219,0.4977263802378219,0.4977263802378219
mlp,ADRB2,0.01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mlp,ADRB2,0.1,10.0,0.7499520030718034,1.207537446452547,0.0,0.0,0.0,1.8748800076795087,2.4998400102393448
mlp,ALDH1,0.01,10.0,14.20690488488784,0.7949672682591367,12.38293240850059,14.126025371408895,14.530422938803621,14.558312426210152,15.00454422471468
mlp,ALDH1,0.1,10.0,4.869730445223005,0.2093556363610134,4.37427666023698,4.831790290516868,4.882005201157344,4.905717797848679,5.155397492422154
mlp,ESR1_ago,0.01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mlp,ESR1_ago,0.1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mlp,ESR1_ant,0.01,10.0,26.904142011834317,8.772153726341353,3.7366863905325447,26.15680473372781,28.025147928994087,32.696005917159766,33.6301775147929
mlp,ESR1_ant,0.1,10.0,4.169200484554816,0.4209381382247895,3.442459115687462,3.9205784373107204,4.207450030284676,4.207450030284676,4.97244094488189
mlp,FEN1,0.01,10.0,40.843390327308256,2.5190417531443705,34.760332193453834,40.191634098681,41.27789447972643,42.0925897655105,44.53667562286272
mlp,FEN1,0.1,10.0,6.42340750788181,0.2200746006615212,6.195164601510374,6.303851699782486,6.358195248918541,6.494054121758682,6.847287191143046
mlp,GBA,0.01,10.0,44.734721418931954,5.472290064245878,35.69259687680741,41.04648640832851,45.21062271062272,49.37475901291691,52.3491420859842
mlp,GBA,0.1,10.0,5.642476177616605,0.6253828013388275,4.523504108637784,5.297261390378458,5.5948603448941014,6.13053846302226,6.428137417537904
mlp,IDH1,0.01,10.0,2.9974172185430477,4.8263002421580605,0.0,0.0,0.0,7.493543046357619,9.991390728476825
mlp,IDH1,0.1,10.0,1.8998320998564011,0.9943410498225551,0.0,1.2498895393792115,1.9998232630067383,2.7497569866342646,2.999734894510107
mlp,KAT2A,0.01,10.0,12.2429320351994,4.511690210508736,6.121466017599701,8.161954690132934,13.26317637146602,14.283420707732637,20.404886725332336
mlp,KAT2A,0.1,10.0,2.75497564549389,0.647123289945463,1.83665043032926,2.1937769028932834,2.857011780512182,3.0100659830396204,3.877373130695104
mlp,MAPK1,0.01,10.0,11.381555153707053,2.09437131904721,9.053509781357883,9.37684941640638,10.99354759164886,12.93358540193983,14.226943942133817
mlp,MAPK1,0.1,10.0,3.6481913892968536,0.2899834482511388,2.9860641264707337,3.6352085017904585,3.7001229393224313,3.765037376854404,4.0246951269822935
mlp,MTORC1,0.01,10.0,22.41325301204819,3.500095273664279,16.602409638554214,20.75301204819277,20.75301204819277,24.903614457831324,29.05421686746988
mlp,MTORC1,0.1,10.0,3.915719467956469,0.6571832278203359,2.91596130592503,3.749093107617896,3.749093107617896,3.749093107617896,5.415356711003627
mlp,OPRK1,0.01,10.0,33.31358024691358,7.489778066296963e-15,33.313580246913574,33.313580246913574,33.313580246913574,33.313580246913574,33.313580246913574
mlp,OPRK1,0.1,10.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0
mlp,PKM2,0.01,10.0,33.67773722627737,4.832900068510853,21.86866053654375,32.438513129206555,34.98985685847,36.44776756090625,37.905678263342494
mlp,PKM2,0.1,10.0,6.0435991381356,0.2791078194035747,5.620255237155088,5.83922622042087,6.094692367564283,6.313663350830066,6.350158514707696
mlp,PPARG,0.01,10.0,40.10204081632652,10.91439307158491,26.734693877551017,30.076530612244895,40.10204081632653,50.127551020408156,53.469387755102034
mlp,PPARG,0.1,10.0,6.142857142857143,0.9642122253007901,4.285714285714286,5.7142857142857135,5.7142857142857135,7.142857142857143,7.142857142857143
mlp,TP53,0.01,10.0,30.894545454545455,7.615608157153688,14.48181818181818,28.96363636363636,33.79090909090909,33.79090909090909,43.44545454545455
mlp,TP53,0.1,10.0,4.764112149532711,0.8815534688680147,3.4738317757009347,4.094158878504674,4.714485981308412,5.334813084112151,6.45140186915888
mlp,VDR,0.01,10.0,32.024693389399275,4.949476417856699,24.877939779900565,28.27038611352337,31.88899553605436,36.75150194758038,37.995398936575405
mlp,VDR,0.1,10.0,6.017964415602757,0.28055290444275316,5.520238035364935,5.893532820543301,5.972716562853864,6.278139568908891,6.334699384845007
rf,ADRB2,0.01,10.0,2.4976023017902813,7.89811196293653,0.0,0.0,0.0,0.0,24.97602301790281
rf,ADRB2,0.1,10.0,0.24998400102393448,0.7905188218374972,0.0,0.0,0.0,0.0,2.4998400102393448
rf,ALDH1,0.01,10.0,15.980676283943328,0.3307776293782289,15.39499704840614,15.841228846910663,15.924897309130262,16.161957952085793,16.622134494293583
rf,ALDH1,0.1,10.0,5.545399965063181,0.04187261419356381,5.4790046943274415,5.52503502908121,5.554327060288156,5.562696212061566,5.629649426248868
rf,ESR1_ago,0.01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rf,ESR1_ago,0.1,10.0,2.6647619047619044,2.106679260274077,0.0,0.8327380952380952,3.3309523809523807,3.3309523809523807,6.661904761904761
rf,ESR1_ant,0.01,10.0,33.25650887573964,1.1816439895836257,29.89349112426036,33.6301775147929,33.6301775147929,33.6301775147929,33.6301775147929
rf,ESR1_ant,0.1,10.0,5.048940036341611,0.3017164856068972,4.589945487583283,4.97244094488189,4.97244094488189,4.97244094488189,5.737431859479103
rf,FEN1,0.01,10.0,54.53027112848072,1.9699651383462895,52.14049829018075,53.22675867122619,54.31301905227163,56.213974719101124,57.57180019540792
rf,FEN1,0.1,10.0,7.4341975218124485,0.2996296522612022,7.064661387687269,7.227692035095436,7.44506623163966,7.499409780775716,8.042845272136276
rf,GBA,0.01,10.0,59.24971081550029,3.0616727397647936,54.72864854443802,57.10815500289184,60.67741469057259,61.8671679197995,61.8671679197995
rf,GBA,0.1,10.0,7.023335326569192,0.37643621022171425,6.428137417537904,6.7257363720535475,7.023335326569191,7.320934281084836,7.618533235600478
rf,IDH1,0.01,10.0,12.98880794701987,9.478665508402718,0.0,9.991390728476825,9.991390728476825,19.98278145695365,29.97417218543046
rf,IDH1,0.1,10.0,1.9998232630067385,0.8164244283523651,0.9999116315033691,1.2498895393792115,1.9998232630067383,2.7497569866342646,2.999734894510107
rf,KAT2A,0.01,10.0,24.28181520314548,2.2455678531480445,20.404886725332336,22.44537539786557,24.485864070398804,26.52635274293204,26.52635274293204
rf,KAT2A,0.1,10.0,4.06103817372803,0.3109824522051558,3.469228590621936,3.9283911982042503,4.081445400731689,4.081445400731689,4.693662210841442
rf,MAPK1,0.01,10.0,16.94299687654118,1.8742545873852614,12.93358540193983,15.843642117376294,17.460340292618774,18.107019562715767,19.400378102909748
rf,MAPK1,0.1,10.0,4.284352877110182,0.3352167139863345,3.765037376854404,4.05715234574828,4.2194384395782105,4.576467846004059,4.8036683773659625
rf,MTORC1,0.01,10.0,29.469277108433733,2.3560737361693334,24.903614457831324,29.05421686746988,29.05421686746988,29.05421686746988,33.20481927710843
rf,MTORC1,0.1,10.0,4.623881499395406,0.8203046538536225,3.332527206771463,4.165659008464329,4.582224909310762,5.311215235792019,5.83192261185006
rf,OPRK1,0.01,10.0,33.31358024691358,7.489778066296963e-15,33.313580246913574,33.313580246913574,33.313580246913574,33.313580246913574,33.313580246913574
rf,OPRK1,0.1,10.0,3.5,0.52704627669473,3.333333333333333,3.333333333333333,3.333333333333333,3.333333333333333,5.0
rf,PKM2,0.01,10.0,39.43648450090056,2.6045919146681036,35.718812209688124,37.3589617499289,39.72806664138781,40.821499668215,43.7373210730875
rf,PKM2,0.1,10.0,6.758904350137158,0.22615225906427722,6.350158514707696,6.64211982572874,6.751605317361631,6.861090808994523,7.226042447770827
rf,PPARG,0.01,10.0,61.48979591836735,6.9028682769139005,53.469387755102034,53.469387755102034,66.83673469387755,66.83673469387755,66.83673469387755
rf,PPARG,0.1,10.0,8.428571428571427,0.4517539514526254,7.142857142857143,8.571428571428571,8.571428571428571,8.571428571428571,8.571428571428571
rf,TP53,0.01,10.0,41.514545454545456,2.492792917377138,38.618181818181824,38.618181818181824,43.44545454545455,43.44545454545455,43.44545454545455
rf,TP53,0.1,10.0,6.104018691588786,0.5754163181633491,4.962616822429907,5.955140186915888,6.203271028037384,6.45140186915888,6.947663551401869
rf,VDR,0.01,10.0,46.18250275505177,1.7512027995546415,44.32796542600464,44.78029160382102,45.68494395945377,47.720411759627446,48.85122720416838
rf,VDR,0.1,10.0,6.769078771234379,0.1735484392254284,6.560938648589472,6.662746317274481,6.719306133210598,6.877673617831722,7.103912881576187
selfies.atomwise,ADRB2,0.01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
selfies.atomwise,ADRB2,0.1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
selfies.atomwise,ALDH1,0.01,10.0,0.7809056473829201,0.0,0.7809056473829201,0.7809056473829201,0.7809056473829201,0.7809056473829201,0.7809056473829201
selfies.atomwise,ALDH1,0.1,10.0,1.0210365163563355,0.0,1.0210365163563355,1.0210365163563355,1.0210365163563355,1.0210365163563355,1.0210365163563355
selfies.atomwise,ESR1_ago,0.01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
selfies.atomwise,ESR1_ago,0.1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
selfies.atomwise,ESR1_ant,0.01,10.0,3.736686390532545,4.681111291435602e-16,3.7366863905325447,3.7366863905325447,3.7366863905325447,3.7366863905325447,3.7366863905325447
selfies.atomwise,ESR1_ant,0.1,10.0,0.7649909145972139,0.0,0.7649909145972139,0.7649909145972139,0.7649909145972139,0.7649909145972139,0.7649909145972139
selfies.atomwise,FEN1,0.01,10.0,3.2587811431362974,4.681111291435602e-16,3.258781143136297,3.258781143136297,3.258781143136297,3.258781143136297,3.258781143136297
selfies.atomwise,FEN1,0.1,10.0,1.8476806706259012,2.340555645717801e-16,1.847680670625901,1.847680670625901,1.847680670625901,1.847680670625901,1.847680670625901
selfies.atomwise,GBA,0.01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
selfies.atomwise,GBA,0.1,10.0,0.23807916361251494,2.925694557147251e-17,0.2380791636125149,0.2380791636125149,0.2380791636125149,0.2380791636125149,0.2380791636125149
selfies.atomwise,IDH1,0.01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
selfies.atomwise,IDH1,0.1,10.0,0.9999116315033693,1.1702778228589004e-16,0.9999116315033691,0.9999116315033691,0.9999116315033691,0.9999116315033691,0.9999116315033691
selfies.atomwise,KAT2A,0.01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
selfies.atomwise,KAT2A,0.1,10.0,1.0203613501829225,0.0,1.0203613501829225,1.0203613501829225,1.0203613501829225,1.0203613501829225,1.0203613501829225
selfies.atomwise,MAPK1,0.01,10.0,2.5867170803879667,0.0,2.5867170803879667,2.5867170803879667,2.5867170803879667,2.5867170803879667,2.5867170803879667
selfies.atomwise,MAPK1,0.1,10.0,1.4281176257033947,2.340555645717801e-16,1.4281176257033945,1.4281176257033945,1.4281176257033945,1.4281176257033945,1.4281176257033945
selfies.atomwise,MTORC1,0.01,10.0,4.150602409638553,0.0,4.150602409638553,4.150602409638553,4.150602409638553,4.150602409638553,4.150602409638553
selfies.atomwise,MTORC1,0.1,10.0,0.41656590084643275,5.851389114294502e-17,0.4165659008464328,0.4165659008464328,0.4165659008464328,0.4165659008464328,0.4165659008464328
selfies.atomwise,OPRK1,0.01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
selfies.atomwise,OPRK1,0.1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
selfies.atomwise,PKM2,0.01,10.0,2.9158214048725,0.0,2.9158214048725,2.9158214048725,2.9158214048725,2.9158214048725,2.9158214048725
selfies.atomwise,PKM2,0.1,10.0,1.8977485216367829,0.0,1.8977485216367829,1.8977485216367829,1.8977485216367829,1.8977485216367829,1.8977485216367829
selfies.atomwise,PPARG,0.01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
selfies.atomwise,PPARG,0.1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
selfies.atomwise,TP53,0.01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
selfies.atomwise,TP53,0.1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
selfies.atomwise,VDR,0.01,10.0,0.45232617781637396,5.851389114294502e-17,0.4523261778163739,0.4523261778163739,0.4523261778163739,0.4523261778163739,0.4523261778163739
selfies.atomwise,VDR,0.1,10.0,1.1311963187223226,0.0,1.1311963187223226,1.1311963187223226,1.1311963187223226,1.1311963187223226,1.1311963187223226
smiles-pe.atomwise.0,ADRB2,0.01,10.0,24.97602301790281,0.0,24.97602301790281,24.97602301790281,24.97602301790281,24.97602301790281,24.97602301790281
smiles-pe.atomwise.0,ADRB2,0.1,10.0,7.499520030718034,9.362222582871203e-16,7.499520030718035,7.499520030718035,7.499520030718035,7.499520030718035,7.499520030718035
smiles-pe.atomwise.0,ALDH1,0.01,10.0,0.6693476977567886,0.0,0.6693476977567886,0.6693476977567886,0.6693476977567886,0.6693476977567886,0.6693476977567886
smiles-pe.atomwise.0,ALDH1,0.1,10.0,0.8424946118568674,0.0,0.8424946118568674,0.8424946118568674,0.8424946118568674,0.8424946118568674,0.8424946118568674
smiles-pe.atomwise.0,ESR1_ago,0.01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smiles-pe.atomwise.0,ESR1_ago,0.1,10.0,3.330952380952381,4.681111291435602e-16,3.3309523809523807,3.3309523809523807,3.3309523809523807,3.3309523809523807,3.3309523809523807
smiles-pe.atomwise.0,ESR1_ant,0.01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smiles-pe.atomwise.0,ESR1_ant,0.1,10.0,1.147486371895821,2.340555645717801e-16,1.1474863718958208,1.1474863718958208,1.1474863718958208,1.1474863718958208,1.1474863718958208
smiles-pe.atomwise.0,FEN1,0.01,10.0,2.1725207620908646,0.0,2.1725207620908646,2.1725207620908646,2.1725207620908646,2.1725207620908646,2.1725207620908646
smiles-pe.atomwise.0,FEN1,0.1,10.0,0.5434354913605591,0.0,0.5434354913605591,0.5434354913605591,0.5434354913605591,0.5434354913605591,0.5434354913605591
smiles-pe.atomwise.0,GBA,0.01,10.0,2.3795064584538266,4.681111291435602e-16,2.379506458453827,2.379506458453827,2.379506458453827,2.379506458453827,2.379506458453827
smiles-pe.atomwise.0,GBA,0.1,10.0,1.1903958180625749,0.0,1.1903958180625749,1.1903958180625749,1.1903958180625749,1.1903958180625749,1.1903958180625749
smiles-pe.atomwise.0,IDH1,0.01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smiles-pe.atomwise.0,IDH1,0.1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smiles-pe.atomwise.0,KAT2A,0.01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smiles-pe.atomwise.0,KAT2A,0.1,10.0,1.2244336202195065,2.340555645717801e-16,1.2244336202195063,1.2244336202195063,1.2244336202195063,1.2244336202195063,1.2244336202195063
