model,target,p,count,mean,std,min,25%,50%,75%,max
smiles-pe.atomwise.0,MAPK1,0.01,10.0,3.8800756205819495,0.0,3.8800756205819495,3.8800756205819495,3.8800756205819495,3.8800756205819495,3.8800756205819495
smiles-pe.atomwise.0,MAPK1,0.1,10.0,0.7789732503836697,0.0,0.7789732503836697,0.7789732503836697,0.7789732503836697,0.7789732503836697,0.7789732503836697
smiles-pe.atomwise.0,MTORC1,0.01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smiles-pe.atomwise.0,MTORC1,0.1,10.0,1.2496977025392986,0.0,1.2496977025392986,1.2496977025392986,1.2496977025392986,1.2496977025392986,1.2496977025392986
smiles-pe.atomwise.0,OPRK1,0.01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smiles-pe.atomwise.0,OPRK1,0.1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smiles-pe.atomwise.0,PKM2,0.01,10.0,1.45791070243625,0.0,1.45791070243625,1.45791070243625,1.45791070243625,1.45791070243625,1.45791070243625
smiles-pe.atomwise.0,PKM2,0.1,10.0,0.7299032775526088,0.0,0.7299032775526088,0.7299032775526088,0.7299032775526088,0.7299032775526088,0.7299032775526088
smiles-pe.atomwise.0,PPARG,0.01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smiles-pe.atomwise.0,PPARG,0.1,10.0,1.4285714285714284,0.0,1.4285714285714284,1.4285714285714284,1.4285714285714284,1.4285714285714284,1.4285714285714284
smiles-pe.atomwise.0,TP53,0.01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smiles-pe.atomwise.0,TP53,0.1,10.0,0.4962616822429907,0.0,0.4962616822429907,0.4962616822429907,0.4962616822429907,0.4962616822429907,0.4962616822429907
smiles-pe.atomwise.0,VDR,0.01,10.0,0.45232617781637396,5.851389114294502e-17,0.4523261778163739,0.4523261778163739,0.4523261778163739,0.4523261778163739,0.4523261778163739
smiles-pe.atomwise.0,VDR,0.1,10.0,0.9954527604756439,1.1702778228589004e-16,0.995452760475644,0.995452760475644,0.995452760475644,0.995452760475644,0.995452760475644
smiles-pe.bpe.0,ADRB2,0.01,10.0,24.97602301790281,0.0,24.97602301790281,24.97602301790281,24.97602301790281,24.97602301790281,24.97602301790281
smiles-pe.bpe.0,ADRB2,0.1,10.0,4.99968002047869,9.362222582871203e-16,4.9996800204786895,4.9996800204786895,4.9996800204786895,4.9996800204786895,4.9996800204786895
smiles-pe.bpe.0,ALDH1,0.01,10.0,1.0598005214482489,0.0,1.0598005214482489,1.0598005214482489,1.0598005214482489,1.0598005214482489,1.0598005214482489
smiles-pe.bpe.0,ALDH1,0.1,10.0,0.8313357428256506,1.1702778228589004e-16,0.8313357428256505,0.8313357428256505,0.8313357428256505,0.8313357428256505,0.8313357428256505
smiles-pe.bpe.0,ESR1_ago,0.01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smiles-pe.bpe.0,ESR1_ago,0.1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smiles-pe.bpe.0,ESR1_ant,0.01,10.0,3.736686390532545,4.681111291435602e-16,3.7366863905325447,3.7366863905325447,3.7366863905325447,3.7366863905325447,3.7366863905325447
smiles-pe.bpe.0,ESR1_ant,0.1,10.0,0.7649909145972139,0.0,0.7649909145972139,0.7649909145972139,0.7649909145972139,0.7649909145972139,0.7649909145972139
smiles-pe.bpe.0,FEN1,0.01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smiles-pe.bpe.0,FEN1,0.1,10.0,0.3260612948163354,0.0,0.3260612948163354,0.3260612948163354,0.3260612948163354,0.3260612948163354,0.3260612948163354
smiles-pe.bpe.0,GBA,0.01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smiles-pe.bpe.0,GBA,0.1,10.0,0.4761583272250299,0.0,0.4761583272250299,0.4761583272250299,0.4761583272250299,0.4761583272250299,0.4761583272250299
smiles-pe.bpe.0,IDH1,0.01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smiles-pe.bpe.0,IDH1,0.1,10.0,0.9999116315033693,1.1702778228589004e-16,0.9999116315033691,0.9999116315033691,0.9999116315033691,0.9999116315033691,0.9999116315033691
smiles-pe.bpe.0,KAT2A,0.01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smiles-pe.bpe.0,KAT2A,0.1,10.0,0.4081445400731688,0.0,0.4081445400731688,0.4081445400731688,0.4081445400731688,0.4081445400731688,0.4081445400731688
smiles-pe.bpe.0,MAPK1,0.01,10.0,1.293358540193983,0.0,1.293358540193983,1.293358540193983,1.293358540193983,1.293358540193983,1.293358540193983
smiles-pe.bpe.0,MAPK1,0.1,10.0,1.4281176257033947,2.340555645717801e-16,1.4281176257033945,1.4281176257033945,1.4281176257033945,1.4281176257033945,1.4281176257033945
smiles-pe.bpe.0,MTORC1,0.01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smiles-pe.bpe.0,MTORC1,0.1,10.0,0.8331318016928657,0.0,0.8331318016928657,0.8331318016928657,0.8331318016928657,0.8331318016928657,0.8331318016928657
smiles-pe.bpe.0,OPRK1,0.01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smiles-pe.bpe.0,OPRK1,0.1,10.0,3.333333333333333,0.0,3.333333333333333,3.333333333333333,3.333333333333333,3.333333333333333,3.333333333333333
smiles-pe.bpe.0,PKM2,0.01,10.0,1.45791070243625,0.0,1.45791070243625,1.45791070243625,1.45791070243625,1.45791070243625,1.45791070243625
smiles-pe.bpe.0,PKM2,0.1,10.0,0.8758839330631305,1.1702778228589004e-16,0.8758839330631306,0.8758839330631306,0.8758839330631306,0.8758839330631306,0.8758839330631306
smiles-pe.bpe.0,PPARG,0.01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smiles-pe.bpe.0,PPARG,0.1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smiles-pe.bpe.0,TP53,0.01,10.0,4.827272727272728,0.0,4.827272727272728,4.827272727272728,4.827272727272728,4.827272727272728,4.827272727272728
smiles-pe.bpe.0,TP53,0.1,10.0,2.9775700934579445,4.681111291435602e-16,2.977570093457944,2.977570093457944,2.977570093457944,2.977570093457944,2.977570093457944
smiles-pe.bpe.0,VDR,0.01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smiles-pe.bpe.0,VDR,0.1,10.0,0.4072306747400362,0.0,0.4072306747400362,0.4072306747400362,0.4072306747400362,0.4072306747400362,0.4072306747400362
