,iterations,encoding_dim,quantization_level,sim_metric,accuracy_score,precision_score,recall_score,f1_score,train_time
46,20,6264,30,,0.826530612244898,0.782608695652174,0.7397260273972602,0.7605633802816901,1641947669.2523904
47,20,14950,22,cos,0.8112244897959183,0.75,0.7397260273972602,0.7448275862068966,1641947682.6014533
48,20,4648,16,,0.8520408163265306,0.7894736842105263,0.821917808219178,0.8053691275167785,1641947694.760223
49,20,7072,30,,0.8214285714285714,0.7638888888888888,0.7534246575342466,0.7586206896551725,1641947707.4862
50,20,15152,13,,0.8622448979591837,0.7738095238095238,0.8904109589041096,0.8280254777070064,1641947719.724565
51,20,11112,20,,0.8163265306122449,0.7341772151898734,0.7945205479452054,0.763157894736842,1641947732.785291
52,20,5658,4,,0.8469387755102041,0.8115942028985508,0.7671232876712328,0.7887323943661971,1641947745.80878
53,20,6870,5,,0.7959183673469388,0.7088607594936709,0.7671232876712328,0.736842105263158,1641947759.4706786
54,20,2,4,,0.5561224489795918,0.23076923076923078,0.0821917808219178,0.12121212121212122,1641947772.5722384
55,20,2,17,cos,0.5051020408163265,0.3867924528301887,0.5616438356164384,0.4581005586592179,1641947786.2926786
56,20,7274,20,cos,0.8163265306122449,0.7402597402597403,0.7808219178082192,0.7600000000000001,1641947799.8946295
57,20,10708,25,cos,0.8163265306122449,0.7341772151898734,0.7945205479452054,0.763157894736842,1641947813.5408218
58,20,1012,13,cos,0.8469387755102041,0.7529411764705882,0.8767123287671232,0.8101265822784809,1641947827.3230271
59,20,7678,13,,0.8469387755102041,0.7590361445783133,0.863013698630137,0.8076923076923077,1641947840.6482272
60,20,3436,30,,0.8112244897959183,0.75,0.7397260273972602,0.7448275862068966,1641947853.8915906
61,20,15960,13,cos,0.8775510204081632,0.8181818181818182,0.863013698630137,0.8400000000000001,1641947867.9086015
62,20,810,4,,0.8724489795918368,0.7926829268292683,0.8904109589041096,0.8387096774193549,1641947881.6736834
63,20,8486,5,cos,0.8010204081632653,0.7073170731707317,0.7945205479452054,0.7483870967741935,1641947895.4847982
64,20,11718,19,cos,0.7959183673469388,0.7088607594936709,0.7671232876712328,0.736842105263158,1641947909.284395
65,20,6264,22,,0.8163265306122449,0.7681159420289855,0.726027397260274,0.7464788732394365,1641947922.895907
66,20,204,1,cos,0.6275510204081632,0.0,0.0,0.0,1641947937.1726696
67,20,13132,7,,0.8112244897959183,0.7307692307692307,0.7808219178082192,0.7549668874172185,1641947950.7622523
68,20,8284,5,cos,0.8010204081632653,0.6976744186046512,0.821917808219178,0.7547169811320754,1641947964.5370378
69,20,11516,20,,0.8163265306122449,0.7402597402597403,0.7808219178082192,0.7600000000000001,1641947978.172273
70,20,7072,17,cos,0.8367346938775511,0.7887323943661971,0.7671232876712328,0.7777777777777778,1641947992.40555
71,20,2224,20,cos,0.8112244897959183,0.7307692307692307,0.7808219178082192,0.7549668874172185,1641948006.6910844
72,20,9294,20,cos,0.8163265306122449,0.7228915662650602,0.821917808219178,0.7692307692307693,1641948020.767862
73,20,16566,17,cos,0.826530612244898,0.7746478873239436,0.7534246575342466,0.7638888888888888,1641948035.2148771
74,20,18384,25,,0.8214285714285714,0.7567567567567568,0.7671232876712328,0.761904761904762,1641948048.883964
75,20,2,22,,0.5153061224489796,0.4126984126984127,0.7123287671232876,0.5226130653266331,1641948062.274109
76,20,2830,25,,0.8010204081632653,0.7125,0.7808219178082192,0.7450980392156863,1641948075.309345
77,20,20000,30,cos,0.826530612244898,0.7671232876712328,0.7671232876712328,0.7671232876712328,1641948088.9045715
78,20,10708,2,,0.826530612244898,0.8823529411764706,0.6164383561643836,0.7258064516129031,1641948102.0432322
79,20,2426,13,cos,0.8673469387755102,0.7901234567901234,0.8767123287671232,0.8311688311688312,1641948115.8008368
80,20,8486,1,,0.6275510204081632,0.0,0.0,0.0,1641948128.891472
81,20,16970,7,cos,0.8112244897959183,0.7368421052631579,0.7671232876712328,0.7516778523489932,1641948142.481574
82,20,15152,10,cos,0.8316326530612245,0.75,0.821917808219178,0.7843137254901962,1641948156.120837
83,20,13738,20,cos,0.7959183673469388,0.7088607594936709,0.7671232876712328,0.736842105263158,1641948169.673829
84,20,1214,11,cos,0.8214285714285714,0.7065217391304348,0.8904109589041096,0.7878787878787878,1641948183.2090776
85,20,13738,23,,0.8367346938775511,0.7887323943661971,0.7671232876712328,0.7777777777777778,1641948196.4074101
86,20,9496,14,,0.8367346938775511,0.7469879518072289,0.8493150684931506,0.7948717948717949,1641948209.520847
87,20,608,28,,0.8571428571428571,0.7922077922077922,0.8356164383561644,0.8133333333333332,1641948222.5606546
88,20,15354,13,cos,0.8673469387755102,0.7831325301204819,0.8904109589041096,0.8333333333333334,1641948236.2968543
89,20,10506,23,,0.8418367346938775,0.7916666666666666,0.7808219178082192,0.7862068965517242,1641948249.459609
90,20,15758,17,cos,0.8316326530612245,0.7702702702702703,0.7808219178082192,0.7755102040816327,1641948263.3935552
91,20,3032,10,cos,0.8418367346938775,0.7625,0.8356164383561644,0.7973856209150326,1641948278.1510315
92,20,4042,23,,0.8520408163265306,0.8055555555555556,0.7945205479452054,0.8,1641948292.3474624
93,20,20000,2,,0.826530612244898,0.8679245283018868,0.6301369863013698,0.73015873015873,1641948306.6242542
94,20,11718,19,,0.8010204081632653,0.7428571428571429,0.7123287671232876,0.7272727272727273,1641948320.5888186
95,20,4648,5,cos,0.8163265306122449,0.7534246575342466,0.7534246575342466,0.7534246575342466,1641948335.5534132
96,20,15960,28,,0.8316326530612245,0.7564102564102564,0.8082191780821918,0.781456953642384,1641948349.653887
97,20,2628,23,,0.8316326530612245,0.7777777777777778,0.7671232876712328,0.7724137931034483,1641948363.5971658
98,20,17172,5,cos,0.8010204081632653,0.7125,0.7808219178082192,0.7450980392156863,1641948378.3637857
99,20,9698,16,,0.8520408163265306,0.782051282051282,0.8356164383561644,0.8079470198675496,1641948392.7248094
